"8187","BUSN 311","3","Marketing Management","3","","Lec","MWF","1400-1450","LUTR 142","Scrofani, Lydia","2","Open",
"8188","BUSN 323","1","Corporate Finance","3","","Lec","TR","1100-1215","FORBES 3012","Ji, Xiuqing","0","Closed",
"8154","BUSN 323","ON1","Corporate Finance","3","","Lec","TR","0930-1045","SYN ","Hall, Thomas","0","Closed",
"8189","BUSN 323","ON2","Corporate Finance","3","","Lec","TR","1500-1615","SYN ","Ji, Xiuqing","1","Open",
"8156","BUSN 351","2","Business Law I","3","","Lec","TR","1630-1745","FORBES 2070A","Edgar, Frank","0","Closed",
"8157","BUSN 351","3","Business Law I","3","","Lec","TR","0930-1045","LUTR 137","Ficht, Linda","1","Open",
"8159","BUSN 351","5","Business Law I","3","","Lec","TR","1100-1215","LUTR 137","Ficht, Linda","0","Closed",
"9321","BUSN 351","6","Business Law I","3","","Lec","TR","1800-1915","FORBES 2070A","Edgar, Frank","0","Closed",
"8155","BUSN 351","ON1","Business Law I","3","","Lec","TR","1500-1615","SYN ","Bogenschneider, Bret","0","Closed",
"8160","BUSN 370","ON1","Business&amp; Acct Info Systems","3","","Lec","MWF","1300-1350","SYN ","Shaltayev, Dmitriy","0","Closed",
"8191","BUSN 418","2","Strategic Management","3","","Lec","TR","1630-1745","LUTR 139","Bazzani, Phillip","0","Closed",
"8193","BUSN 418","ON2","Strategic Management","3","","Lec","MWF","0900-0950","SYN ","Walker, Scott","0","Closed",
"8194","BUSN 418","ON3","Strategic Management","3","","Lec","MWF","1100-1150","SYN ","Walker, Scott","0","Closed",
"8190","BUSN 418","ON4","Strategic Management","3","","Lec","TR","0800-0915","SYN ","Walker, Scott","0","Closed",
"8195","BUSN 442","1","Luter Business Inst - Biotech","3","","Lec","TR","1330-1445","FORBES 2070A","Donaldson, William","0","Closed",
"8196","BUSN 448","ON1","Enterprise Management","3","","Lec","TR","0800-0915","SYN ","Martinette, Louis","0","Closed",
"8197","BUSN 448","ON2","Enterprise Management","3","","Lec","TR","0930-1045","SYN ","Martinette, Louis","0","Closed",
"8161","BUSN 491","ON1","Brout Seminar","3","","Lec","MWF","1400-1450","SYN ","Mella-Barahona, Javier","5","Open",
"9404","BUSN 499","1","IND ST: Research in Biotechnol","3","","Ind","","","ARR ","Donaldson, William","0","Closed",
"9344","CELL 232","1","Applied Music: Cello","1","","Lab","","","ARR ","Phillips, Rebecca","0","Closed",
"8204","CHEM 104","ON1","Introductory Chemistry II","3","  AINW","Lec","MWF","0800-0850","SYN ","Webb, Lisa","26","Open",
"8205","CHEM 104L","1","Introductory Chemistry Lab II","1","  AINW","Lab","M","1800-2100","FORBES 3002","Okumu, Antony","13","Open",
"8206","CHEM 104L","2","Introductory Chemistry Lab II","1","  AINW","Lab","T","1800-2100","FORBES 3002","Bedford, John","13","Open",
"8207","CHEM 121","1","General Chemistry I","3","  AINW","Lec","MWF","1300-1350","DSU 255","Gruber, Todd","6","Open",
"8208","CHEM 121","2","General Chemistry I","3","  AINW","Lec","MWF","1400-1450","DSU 255","Gruber, Todd","9","Open",
"8209","CHEM 121L","1","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3002","Bedford, John","0","Closed",
